Date;Plat
2016-10-04;Raisin
2016-10-07;Taboulé
2016-10-10;Filet de poulet aux senteurs boisées
2016-10-14;Sauce au curry menu
2016-10-14;Galette de céréales et légumineuses
2016-10-18;Choux rouge bio au thon
2016-10-20;Poêlée forestière
2016-10-26;Chèvre frais
2016-10-26;Eclair au chocolat
2016-10-27;Pilon de poulet confit
2016-10-28;Salade verte au surimi
2016-11-02;Betteraves
2016-11-04;Céleri rémoulade bio
2016-11-09;Oeufs durs à la mayonnaise
2016-11-09;Sauce tomate  menu (pour poisson)
2016-11-09;Poire
2016-11-10;Gateau au lait 500 gr
2016-11-14;Sauté de porc bio aux pruneaux
2016-11-17;Beignet au chocolat
2016-11-18;Filet de lieu au beurre blanc
2016-11-25;Biscuit petit palmier
2016-12-01;Petits pois
2016-12-01;Tomme noire
2016-12-02;Tarte aux pommes
2016-12-05;Rosette bio°
2016-12-07;Purée de potimarron bio°
2016-12-13;Haricots verts/haricots beurre
2016-12-14;Boulettes de boeuf* en tajine
2016-12-16;Tortilla aux pommes de terre
2016-12-20;Poêlée de légumes
2016-12-21;Rôti de porc au jus°
2016-12-22;Pommes Duchesse
2016-12-23;Concombres
2016-12-26;Tarte au fromage
2016-12-27;Salade verte
2016-12-29;Boulettes de boeuf* en tajine
2016-12-30;Tomme noire
2017-01-04;Pamplemousse
2017-01-05;Roulé au fromage
2017-01-06;Fromage Le Mouillotin
2017-01-12;Carottes râpées bio
2017-01-16;Poêlée de légumes (carottes, haricots verts, pdt, brocolis)
2017-01-17;Saucisse épicée façon Feidjoada
2017-01-19;Salade de pâtes Napoli
2017-01-19;Rôti de boeuf*
2017-01-20;Pâtes bio et gruyère râpé
2017-01-23;Hachis Parmentier*
2017-01-24;Briquette de lait
2017-02-01;Escalope de dinde
2017-02-01;Kiwi bio°
2017-02-08;Céleri rémoulade bio
2017-02-08;Camembert
2017-02-10;Poisson beurre citronné
2017-02-15;Tarte au citron
2017-02-20;Demi-pamplemousse
2017-02-20;Poulet fermier
2017-02-20;Courgettes à la tomate
2017-02-20;Beignet au chocolat
2017-02-23;Camembert
2017-02-28;Salade verte au surimi
2017-03-01;Mogettes
2017-03-06;Clémentines
2017-03-14;Saucisses de porc bio
2017-03-14;Petits suisses aromatisés
2017-03-17;Carottes râpées bio
2017-03-17;Fromage Chanteneige
2017-03-22;Carottes
2017-03-24;Endives / demi oeuf bio°
2017-03-24;Pâtes bio
2017-03-28;Pommes vapeur bio
2017-03-29;Orange
2017-03-31;Fromage Le Mouillotin
2017-04-03;Escalope de dinde
2017-04-05;Betteraves
2017-04-07;Poisson meunière
2017-04-10;Edam
2017-04-11;Chili con carné * / Riz
2017-04-12;Poulet fermier
2017-04-12;Fromage Chanteneige
2017-04-14;Epinards à la crème
2017-04-19;Fromage blanc / miel
2017-04-20;Salade coleslaw
2017-04-24;Ketchup
2017-04-26;Boeuf* bourguignon
2017-05-02;Saucisses de porc bio
2017-05-03;Kiwi bio°
2017-05-09;Pâtes à la bolognaise° et gruyère râpé
2017-05-09;Yaourt fermier bio°° / Abricots secs
2017-05-10;Jambon fumé
2017-05-16;Lasagnes* napolitaines
2017-05-16;Biscuit petit palmier
2017-05-17;Filet de poulet
2017-05-19;Salade de riz estivale (riz, tomates, concombres)
2017-05-22;Fondant au chocolat
2017-05-23;Crème dessert caramel
2017-06-01;Yaourt aromatisé
2017-06-02;Galette de soja tomate/basilic et sauce tomate
2017-06-06;Cocktail de fruits au sirop
2017-06-09;Salade de tomates
2017-06-16;Roulé au fromage
2017-06-20;Fromage de chèvre frais
2017-06-23;Courgettes bio à la tomate
2017-06-27;Boulettes de boeuf* en tajine
2017-06-28;Poisson sauce normande
2017-06-29;Salade (p d t bio+tomates+mais)
2017-06-29;Fruit de saison
2017-07-03;Madeleine
2017-07-04;Filet de poulet
2017-07-06;Fromage blanc et fraises
2017-07-07;Chips
2017-07-07;Fromage Chanteneige
2017-07-10;Radis bio
2017-07-10;Semoule au lait au chocolat
2017-07-12;Poisson
2017-07-12;Cerises
2017-07-18;Tarte normande aux pommes
2017-07-24;Cocktail de fruits au sirop
2017-07-26;Salade de pâtes Napoli
2017-07-27;Salade verte
2017-07-31;Pommes noisettes
2017-08-01;Salade verte / demi-oeuf bio
2017-08-02;Saute de veau bio sauce normande
2017-08-03;Crêpe au fromage
2017-08-03;Saint-Nectaire
2017-08-04;"Ratatouille ""maison"""
2017-08-07;Lait bio
2017-08-08;Tarte au fromage
2017-08-08;Chèvre
2017-08-08;Nectarine
2017-08-16;Betteraves
2017-08-22;Crème dessert vanille
2017-08-24;Yaourt aux fruits mixés
2017-08-25;Radis bio
2017-08-25;Courgettes bio à la tomate
2017-08-25;Gouda
2017-08-28;Melon
2017-08-31;Jus de volaille menu
2017-09-04;Compote pomme et framboise
2017-09-06;Petits suisses aromatisés
2017-09-07;Prunes Reine-Claude
2017-09-13;Cantal
2017-09-20;Riz
2017-09-22;Parmentier de poisson
2017-09-25;Dés de betteraves au chèvre
2017-09-26;-
2017-09-28;Concombres
2017-09-28;Saint-Paulin
2017-10-02;Mimolette
2017-10-06;Carottes râpées bio
2017-10-09;Salade de mâche au thon
2017-10-12;Crêpe au fromage
2017-10-16;Pomme bio°
2017-10-23;Haché de poulet*
2017-10-30;Creme dessert chocolat
2017-10-31;Orange
2017-11-02;Sauté de porc bio aux pruneaux
2017-11-02;Tarte au citron
2017-11-06;Pilon de poulet confit
2017-11-09;Frites
2017-11-17;Fromage Belle de Nantes°
2017-11-22;Viande de volaille Kebab
2017-11-22;Morbier
2017-11-28;Mimolette
2017-11-30;Choux rouges bio° à la mimolette
2017-12-04;Rôti de dinde au jus
2017-12-05;Lasagnes* napolitaines
2017-12-05;Biscuit Petit Lu
2017-12-11;Saucisses de porc bio
2017-12-12;Salade coleslaw
2017-12-13;Pizza au fromage
2017-12-13;Clémentines
2017-12-15;Crêpe tomate / mozzarella bio
2017-12-20;Macédoine à la mayonnaise
2017-12-21;Aiguillettes de poulet°
2017-12-26;Orange
2017-12-27;Haché de poulet*
2018-01-02;Sauté de veau*
2018-01-04;Mogettes
2018-01-05;Pomme bio°
2018-01-08;Camembert
2018-01-09;Choux rouges bio° / demi-oeuf
2018-01-11;Salade verte aux noix
2018-01-23;Yaourt  fermier  bio°
2018-01-24;Riz
2018-01-30;Salade de pâtes Napoli
2018-02-14;Flageolets
2018-02-15;Salade verte
2018-02-16;Riz  cantonais
2018-02-19;Paëlla au poisson
2018-02-22;Bâtonnets de carottes bio° sauce crème
2018-03-02;Poisson pané
2018-03-05;Haricots verts/haricots beurre
2018-03-07;Marmelade de pommes
2018-03-08;Rôti de boeuf*
2018-03-08;Gratin dauphinois
2018-03-09;Galette de soja  tomate / basilic et sauce tomate
2018-03-12;Ratatouille
2018-03-13;Compote de pommes / biscuit
2018-03-16;Orange
2018-03-19;Semoule bio
2018-03-27;Oeufs durs à la mayonnaise
2018-04-04;Pommes noisettes
2018-04-12;Rôti de boeuf*
2018-04-12;Crème dessert caramel
2018-04-13;Choux blancs bio° à la mimolette
2018-04-18;Morbier
2018-04-19;menu depannage
2018-04-20;Fleur d'Anjou bio°
2018-04-26;Fromage de chèvre frais
2018-05-09;Lait bio
2018-05-15;Cocktail de fruits au sirop
2018-05-17;Petits pois
2018-05-17;Tomme noire
2018-05-22;menu depannage
2018-05-23;Salade coleslaw
2018-05-24;Courgettes à la tomate
2018-05-25;Dos de lieu au poivre rose
2018-05-28;Céréales gourmandes bio
2018-05-29;Burger à l'émincé de dinde
2018-06-05;Pastèque
2018-06-07;Pommes noisettes
2018-06-11;Lasagnes* napolitaines
2018-06-12;Emmental
2018-06-13;Céréales gourmande bio aux amandes
2018-06-14;Ratatouille
2018-06-14;Lait bio
2018-06-15;Riz
2018-06-22;Tzatziki
2018-06-22;Semoule
2018-06-25;Haché de poulet*
2018-06-25;Carottes à la crème
2018-06-28;menu depannage
2018-07-02;Mimolette
2018-07-09;Lasagnes* napolitaines
2018-07-10;Petits-pois
2018-07-10;Crème dessert vanille
2018-07-13;Poisson meunière
2018-07-13;Camembert
2018-07-16;Abricots
2018-07-20;Haricots verts
2018-07-24;Carottes râpées bio°
2018-07-25;Omelette bio
2018-07-26;Viande de volaille Kebab
2018-07-27;Purée de légumes verts
2018-07-30;Fromage blanc / Abricots secs
2018-08-01;Beignet au chocolat
2018-08-08;Dés de betteraves
2018-08-09;Haricots verts
2018-08-20;Abricots
2018-08-21;Hachis Parmentier*
2018-08-29;Prunes Reine-Claude
2018-08-31;Purée de légumes verts
2018-08-31;Tomme blanche
2018-08-31;Tarte au citron
2018-09-03;Fromage blanc
2018-09-04;Gratin de choux fleurs
2018-09-05;Choux rouge au gruyère
2018-09-05;Rôti de porc
2018-09-06;Roulé au fromage
2018-09-07;Salade verte / demi-oeuf
2018-09-10;Pastèque
2018-09-10;Creme dessert chocolat
2018-09-18;Crème dessert vanille
2018-09-20;Eclair au chocolat
2018-09-21;Camembert
2018-09-24;Pizza
2018-09-24;Raisin
2018-09-25;Hachis Parmentier*
2018-09-26;Poire
2018-09-27;Yaourt fermier bio °/ miel
2018-10-03;Gratin dauphinois
2018-10-04;Mousse de foie bio°
2018-10-05;Poisson sauce crème
2018-10-08;Rillettes de thon et citron
2018-10-15;Madeleine
2018-10-18;Fromage bio
2018-10-23;Petits panés de volaille*
2018-10-24;Ketchup
2018-10-31;Haricots verts
2018-10-31;Fromage fondu au chèvre
2018-11-02;menu depannage
2018-11-06;Yaourt aromatisé
2018-11-07;Salade verte aux dés de chèvre
2018-11-08;Roti de dinde
2018-11-15;Pilon de poulet confit
2018-11-15;Gouda
2018-11-20;Haché de poulet*
2018-11-21;Dés de betteraves
2018-11-21;Poire
2018-11-22;Boeuf* sauce aux champignons
2018-11-29;Crêpe au sucre
2018-12-03;Tomme noire
2018-12-04;Île flottante
2018-12-10;Crème dessert lait et chocolat
2018-12-11;Saucisse knacks bio°
2018-12-13;Clémentines
2018-12-19;Demi-pamplemousse
2018-12-20;Salade de mache et crevette, avec mayonnaise
2018-12-20;pilon de Canard confit
2018-12-20;Cantal
2018-12-20;Chocolat de noel
2018-12-24;Paté de volaille
2019-01-03;Blanquette de veau*
2019-01-04;Salade de riz (riz, maïs, carottes, poivrons)
2019-01-07;Salade de mâche au surimi
2019-01-08;Poire
2019-01-09;Roulé au fromage
2019-01-09;Petits-pois
2019-01-09;Fromage bio
2019-01-18;Carottes râpées bio°
2019-01-23;Choux rouges bio° à la mimolette
2019-01-25;Galette de soja  tomate / basilic et sa sauce tomate
2019-01-25;Sauce bolognaise végétale
2019-01-28;Jambon fumé
2019-01-30;Ratatouille
2019-02-01;Salade verte
2019-02-06;Jambon fumé
2019-02-06;Ketchup
2019-02-08;Poêlée de légumes (carottes, haricots verts, pdt, brocolis)
2019-02-13;Roulé au fromage
2019-02-14;Tomme blanche
2019-02-14;Orange
2019-02-21;Salade de riz (riz, maïs, carottes, poivrons)
2019-02-21;Emmental
2019-02-25;Yaourt  fermier  bio°
2019-03-01;Galette de soja  tomate / basilic et sa sauce tomate
2019-03-05;Paëlla au poulet
2019-03-05;-
2019-03-06;Emmental
2019-03-07;Chèvre frais
2019-03-11;Salade de mache
2019-03-14;Pâtes
2019-03-18;Orange
2019-03-21;Choux rouges bio° à la mimolette
2019-03-21;Mimolette
2019-03-25;Pamplemousse
2019-03-25;Compote
2019-03-27;Salade verte aux dés de gruyère
2019-03-27;Pâtes
2019-03-28;Mousse de foie bio°
2019-03-28;Petits-pois
2019-03-28;Fromage Le Mouillotin
2019-04-02;Haricots verts
2019-04-03;Carottes rondelles bio
2019-04-11;Poêlée de légumes (carottes, haricots verts, pdt, brocolis)
2019-04-16;Roti de dinde
2019-04-17;Sauté de porc BBC° sauce aigre douce
2019-04-18;Haricots verts/haricots beurre
2019-04-24;Salade de pâtes Napoli
2019-04-26;Omelette bio
2019-04-29;Hachis Parmentier*
2019-05-03;Tomme noire
2019-05-06;Ratatouille
2019-05-07;Kiwi bio°
2019-05-15;Gaspacho
2019-05-15;Riz basmati
2019-05-16;Boulettes de boeuf sauce tomate
2019-05-20;Yaourt fermier bio°
2019-05-23;Gratin de choux fleurs
2019-05-23;Eclair au chocolat
2019-05-24;Filet de lieu au beurre blanc
2019-05-27;Rôti de porc au jus°
2019-05-29;Rôti de boeuf*
2019-06-05;Betteraves
2019-06-05;Fromage blanc
2019-06-07;Tarte au citron
2019-06-12;Gratinée de légumes (pdt, carottes, brocolis)
2019-06-13;Rôti de dinde au jus
2019-06-13;Yaourt fermier bio°
2019-06-14;Courgettes à la tomate
2019-06-14;Banane
2019-06-17;Île flottante
2019-06-18;Filet de poulet
2019-06-20;Galettes de légumes
2019-06-24;Pâtes semi-complètes bio
2019-06-24;Gruyère râpé
2019-06-25;Gaspacho
2019-06-26;Radis bio
2019-06-27;Haricots verts/haricots beurre
2019-07-03;Emincé de boeuf* thaï
2019-07-03;Fruit de saison
2019-07-05;Biscuit moëlleux bio
2019-07-17;Rôti de porc
2019-07-17;Brocolis
2019-07-22;Pastèque
2019-07-24;Salade verte
2019-07-25;Salade de tomates
2019-07-30;Saint-Nectaire
2019-07-31;Salade verte aux dés de gruyère
2019-07-31;Cocktail de fruits au sirop
2019-08-05;Crème dessert lait et chocolat
2019-08-12;Fruit de saison
2019-08-23;Poisson
2019-08-23;Cantal
2019-08-26;Pâtes bio et gruyère râpé
2019-08-26;Petits suisses aromatisés
2019-08-27;Roulé au fromage
2019-08-27;Rôti de dinde jus d'épices
2019-09-03;Concombres
2019-09-03;Raisin
2019-09-04;Radis bio
2019-09-06;Carré bio°
2019-09-17;sauce tomate
2019-09-19;Crème dessert chocolat bio°
2019-09-20;Tarte au citron
2019-09-25;Petits pois maraîcher
2019-09-25;Fromage carre frais pRESIDENT 17.5 gr
2019-09-25;Beignet au chocolat
2019-09-27;Timbale de pätes bio au tofu fumé bio
2019-10-01;Omelette bio
2019-10-02;Parmentier de poisson
2019-10-03;Blanquette de veau bio°
2019-10-03;Tomme blanche
2019-10-11;Epinards à la crème
2019-10-16;Edam
2019-10-17;Carottes bio°
2019-10-17;Lait bio
2019-10-23;Sauté de veau au citron
2019-10-23;Semoule
2019-10-23;Crème dessert chocolat bio°
2019-10-25;Purée de brocolis
2019-10-29;Salade (p d t bio+tomates+poivrons)@
2019-10-29;Poire
2019-11-05;Carottes râpées bio
2019-11-05;Frites
2019-11-05;Yaourt fermier bio°
2019-11-06;Duo de poisson sauce citron
2019-11-08;Salade douceur aux noix
2019-11-12;Tarte végétale aux lentilles
2019-11-13;Betteraves aux dés de gruyère
2019-11-18;Terrine de tomate et  basilic
2019-11-18;Pomme bio°
2019-11-19;Saint-Paulin
2019-11-22;Salade verte
2019-11-26;Boulettes de boeuf* en tajine
2019-11-26;Yaourt aromatisé
2019-11-27;Pamplemousse
2019-11-27;Saute de veau bio*
2019-12-09;Fondant au chocolat
2019-12-10;Flan caramel
2019-12-11;Fromage Le Mouillotin
2019-12-13;Tomme blanche
2019-12-18;Panaché de choux bio râpés au gruyère
2019-12-19;Banane
2019-12-20;Terrine de poisson + salade mache + mayonnaise
2019-12-20;-
2019-12-20;Gateau craquant au chocolat
2019-12-23;Morbier
2020-01-03;Fromage bio
2020-01-07;Galette des rois
2020-01-09;menu depannage
2020-01-15;Paëlla au poisson
2011-01-04;emincé de volaille à la forestière
2011-01-05;saute de veau agrumes
2011-01-05;riz pilaf
2011-01-05;Gouda
2011-01-07;filet surgele printaniere
2011-01-10;et abricots secs
2011-01-12;Marmelade de pommes
2011-01-12;galette des rois
2011-01-18;sauté de dinde  forestière
2011-01-18;batonnière de légumes
2011-01-25;Yaourt aromatisé
2011-01-27;Tomme blanche
2011-01-28;salade verte au thon
2011-01-28;Crème dessert chocolat
2011-01-31;lasagnes bolo
2011-02-01;Potage légumes
2011-02-01;jambon de dinde agro
2011-02-02;St paulin
2011-02-03;nouvel an chinois
2011-02-03;salade
2011-02-07;Tarte au fromage
2011-02-08;Concombres vgte
2011-02-10;Pomme noisettes
2011-02-14;Salade coleslaw
2011-02-14;Yaourt aromatisé
2011-02-16;demi-œuf
2011-02-16;Fromage blanc
2011-02-22;taboulé
2011-02-22;Tomme bio
2011-02-28;Riz
2011-03-04;Banane
2011-03-14;lasagne de bœuf
2011-03-15;Jambon fumé
2011-03-17;Carottes
2011-03-22;salade pomme de terre
2011-03-28;Parmentier de bœuf
2011-03-28;Fromage blanc
2011-04-05;riz au lait maison
2011-04-13;sauce Bolognaise maison
2011-04-14;dinde
2011-04-14;Kiwi
2011-04-15;fiet de lieu sauce Normande
2011-04-19;ratatouille maison
2011-04-20;radis /beurre
2011-04-20;Fromage blanc / fraises
2011-04-21;steak haché
2011-05-04;Camembert
2011-05-05;purée de p de terre
2011-05-06;Fraises au sucre
2011-05-10;Poisson  meunière  ou saumon pane
2011-05-10;Lait bio
2011-05-11;Emincé de boeuf
2011-05-13;Samossa de légumes
2011-05-16;Poisson pané/citron
2011-05-19;Banane
2011-05-25;Haricots blancs tomate
2011-05-26;Jambon fumé/bl de dinde
2011-05-27;Tomme bio
2011-06-01;Carottes en surgelees
2011-06-14;Poisson pané
2011-06-15;Emincé de volaille basquaise
2011-06-16;Yaourt aro
2011-06-20;dattes
2011-06-27;Pâtes
2011-06-29;courgette à la  tomate
2011-07-04;Pastèque
2011-07-04;creme dessert vanille
2011-07-06;sauté de veau aigre doux
2011-07-06;Riz
2011-07-06;St Nectaire
2011-07-06;Cordon bleu
2011-07-08;filet de lieu
2011-07-08;pomme vapeur
2011-07-12;Tomme blanche
2011-07-15;Crème dessert vanille
2011-07-18;Crème dessert chocolat
2011-07-19;Salade de blé bio (Blé, tomate, concombres)
2011-07-21;Morbier
2011-07-21;Tarte aux pommes
2011-07-22;Carottes râpées bio
2011-07-22;filet de lieu  sauce beurre blanc
2011-07-22;riz pilaf
2011-07-25;Haricots verts
2011-07-27;salade de lentilles (lentilles, tomate, maïs)
2011-07-28;Pastèque
2011-08-05;beurre blanc
2011-08-05;pomme vapeur
2011-08-05;Compote
2011-08-08;Frites
2011-08-10;riz au lait maison
2011-08-11;Nectarine
2011-08-16;Haché de poulet / ketchup
2011-08-17;Melon
2011-08-17;Rôti de veau farci
2011-08-17;St Nectaire
2011-08-17;Flan caramel
2011-08-18;Timbale de pâtes
2011-08-19;Taboulé
2011-08-24;Biscuit
2011-08-25;rôti de porc
2011-08-31;Betteraves au gruyère
2011-09-02;Riz
2011-09-06;petits pois
2011-09-06;riz au lait
2011-09-12;Cordon bleu
2011-09-13;Salade au surimi
2011-09-13;yaourt bio
2011-09-14;riz
2011-09-14;Tomme blanche
2011-09-16;Concombres
2011-09-19;Fromage blanc / abricots secs
2011-09-21;wok de legumes
2011-09-22;Pilon poulet confit
2011-09-23;filet de poisson frais beurre blanc
2011-09-30;Riz / ratatouille
2011-10-03;Pâté de foie bio
2011-10-06;Semoule au lait?
2011-10-10;salade de riz agro
2011-10-10;camenbert
2011-10-13;boulettes de bœuf
2011-10-14;Kiwi
2011-10-17;Salade verte
2011-10-20;betteraves rapées bio
2011-10-20;Mogette de VENDEE maison
2011-10-20;Curé nantais
2011-10-21;poisson beurre blanc
2011-10-24;salade / demi-œuf
2011-10-27;Pizza
2011-10-28;Kiwi
2011-10-31;des de tomates et concombre
2011-11-02;Crème vanille
2011-11-08;tarte au fromage
2011-11-08;Filet de lieu sauce crustacés
2011-11-08;Poire
2011-11-10;"Céleri rémoulade ""maison"""
2011-11-14;Pamplemousse
2011-11-15;Fromage blanc
2011-11-15;abricots secs ou dattes
2011-11-16;H.beurre
2011-11-17;Mâche/demi-œuf
2011-11-17;Camembert
2011-11-21;Pomme
2011-11-22;Concombres vgte
2011-11-23;endive coupee
2011-11-23;Riz
2011-11-23;Cocktail de fruits
2011-11-25;Clémentines
2011-11-29;Riz
2011-11-30;beurre
2011-11-30;Poulet rôti
2011-12-05;Choux blancs
2011-12-06;Rôti de porc
2011-12-06;Poire
2011-12-12;Salade douceur au dés de saumon fumée
2011-12-16;Epinards à la crème
2011-12-20;Poisson pané
2011-12-29;Brocolis Provençal
2012-01-06;Epiphanie
2012-01-09;paella de la mer
2012-01-11;Céleri bio rémoulade
2012-01-19;Choux fleurs béchamel
2012-01-19;Kiwi
2012-01-20;Concombres crème
2012-01-30;Carottes râpées
2012-02-01;Riz aux petits légumes
2012-02-01;St paulin
2012-02-03;Clémentines
2012-02-07;frites
2012-02-07;Crème vanille
2012-02-09;yaourt aromaitsé
2012-02-14;Petits pois
2012-02-14;Lait bio
2012-02-15;coquillette
2012-02-16;Rôti de dinde au jus
2012-02-16;Tomme noire
2012-02-27;lasagne de bœuf
2012-02-29;Choux blancs mimolette
2012-03-01;Fromage blanc / fruits rouges cuisinés
2012-03-05;Lentilles maison
2012-03-05;Yaourt aro
2012-03-07;carottes râpées
2012-03-09;mais
2012-03-09;Courgettes à la tomate
2012-03-13;Choux blancs bio
2012-03-20;Ananas
2012-03-21;Bâtonnière de légumes
